14481099,3.4,2.3,4.7,4.9
14481223,4.2,4.7,4.7,5.0
14478940,2.5,1.5,1.9,1.5
14474319,3.4,2.8,2.5,3.1
14467938,5.0,3.9,3.6,4.9
14466427,2.8,5.0,2.3,3.9
14481708,2.1,3.3,4.1,2.8
14485525,4.7,5.0,5.0,3.7
14461652,3.6,4.0,4.7,3.2
14473270,3.3,2.4,4.2,3.4
14480688,2.5,2.7,1.7,2.9
14460726,2.9,5.0,2.9,4.4
14459234,1.0,0.7,0.7,2.6
14480937,3.0,2.8,2.7,2.8
14475297,3.5,2.2,1.3,2.6
14471931,4.2,5.0,3.8,3.8
14485642,2.8,3.3,4.4,5.0
14480381,2.8,2.1,1.2,1.6
14461382,3.2,4.1,2.6,2.4
14464923,3.9,2.0,2.9,4.8
14467590,2.9,4.0,2.9,2.2
14482650,3.1,3.3,3.7,2.4
14474319,3.0,3.0,3.5,3.7
14464500,4.9,3.1,2.8,1.1
14473270,3.5,4.8,5.0,3.9
14470601,4.4,5.0,3.4,4.5
14459195,1.5,2.7,1.4,3.1
14470538,1.3,0.6,2.0,2.1
14464467,2.3,1.6,2.6,1.7
14474498,4.6,4.2,3.4,3.8
14466427,4.1,2.8,3.0,0.5
14472983,3.8,5.0,3.7,4.4
14479721,1.8,2.7,0.2,3.5
14486061,1.7,4.5,4.2,3.5
14472018,5.0,5.0,5.0,5.0
14487301,3.4,5.0,4.8,5.0
14477930,3.4,3.5,1.5,1.4
14480688,3.8,1.5,1.5,2.4
14485821,3.8,4.6,2.1,2.4
14487394,5.0,5.0,4.1,5.0
14462873,1.7,3.1,3.4,5.0
14473270,2.9,2.3,2.8,1.6
14460743,5.0,3.2,3.3,3.4
14471872,2.5,2.9,0.9,2.1
14480381,3.3,3.0,3.2,1.8
14482256,3.8,2.4,2.1,2.1
14460726,5.0,5.0,3.5,4.7
14458826,4.3,2.7,5.0,5.0
14460357,3.9,1.4,5.0,3.7
14466424,2.2,3.5,2.5,2.8
14486470,2.6,3.8,3.9,4.1
14473288,5.0,5.0,5.0,4.9
14467263,3.0,4.4,3.0,4.8
14463530,3.4,3.0,5.0,3.4
14471213,3.4,5.0,5.0,5.0
14472578,2.9,3.6,0.6,3.6
14470067,4.8,3.4,2.2,2.4
14479456,3.3,2.9,4.0,1.9
14465510,3.8,4.0,5.0,3.3
14479721,2.8,3.0,2.4,2.6
14487826,2.9,3.6,3.7,2.4
14470979,5.0,4.7,5.0,5.0
14480582,3.3,2.5,4.1,4.1
14476484,2.9,3.1,3.3,2.6
14471137,3.1,4.9,5.0,4.6
14481208,5.0,2.4,2.9,4.0
14481099,1.1,3.7,1.4,2.1
14462586,2.4,4.2,3.7,4.1
14482579,3.8,3.0,3.0,4.9
14462264,4.9,5.0,2.6,3.1
14458826,5.0,4.2,5.0,3.8
14485315,0.5,1.6,0.0,2.7
14465325,2.5,2.6,2.1,1.4
14471480,3.6,4.1,4.6,2.8
14486130,5.0,4.5,4.2,4.5
14468774,2.8,3.2,3.4,5.0
14467024,3.6,3.7,2.6,4.6
14471872,3.2,1.5,2.1,2.2
14485672,4.1,5.0,2.0,2.3
14476276,1.4,2.6,4.3,4.0
14477282,3.1,2.7,3.6,4.4
14471818,5.0,5.0,4.5,5.0
14481891,4.1,5.0,5.0,4.7
14482579,2.1,4.7,2.6,1.9
14468073,2.4,0.0,1.8,2.5
14472018,4.4,5.0,3.2,4.6
14461218,4.8,3.5,4.0,3.8
14486669,4.2,2.4,4.0,2.3
14487015,4.5,4.1,4.1,4.2
14470929,3.2,2.4,4.8,4.9
14467024,3.6,2.8,5.0,3.0
14459195,1.8,2.4,1.7,3.5
14467975,4.8,2.3,2.8,3.9
14485821,4.1,3.4,4.2,4.9
14474746,4.1,1.9,3.1,4.2
14470761,3.4,2.8,2.1,0.7
14470538,1.9,2.8,1.5,2.3
14484120,1.3,1.9,3.6,1.9
14461206,5.0,5.0,3.9,2.5
14462560,3.8,5.0,4.3,4.2
14476276,4.6,3.8,5.0,5.0
14479223,3.3,2.3,3.3,2.1
14482503,0.2,2.0,1.2,2.4
14471629,3.4,2.5,2.7,1.0
14459113,3.6,3.8,5.0,3.6
14482392,3.1,3.0,2.6,4.8
14461734,3.4,2.6,2.4,2.0
14474884,3.5,3.4,4.6,4.4
14474746,5.0,4.8,3.5,2.6
14470979,5.0,4.9,4.3,5.0
14459113,5.0,4.6,3.6,4.9
14475297,0.0,2.2,2.6,2.2
14475552,0.9,2.4,1.1,2.8
14460726,2.3,3.5,3.6,4.1
14475360,3.8,3.8,3.3,5.0
14471480,2.7,3.8,4.3,2.5
14462760,2.7,5.0,5.0,4.2
14467616,4.3,2.0,3.8,2.9
14461382,3.2,3.5,4.5,2.6
14470601,5.0,4.6,2.7,3.6
14479725,1.9,2.0,0.4,2.5
14483735,2.2,2.7,2.2,3.2
14480381,3.1,2.3,0.5,1.1
14466427,2.5,1.9,3.3,2.9
14488234,2.6,4.4,3.2,5.0
14484766,4.2,2.9,2.7,2.9
14471818,3.2,3.7,4.8,4.5
14461246,2.0,3.0,2.5,4.3
14466424,1.4,3.0,3.9,3.3
14486061,5.0,2.4,3.3,4.9
14485672,3.1,4.5,3.1,3.4
14462762,5.0,5.0,5.0,5.0
14486470,3.7,2.9,4.9,2.7
14487942,3.7,4.2,3.5,3.6
14462783,2.3,3.3,2.6,2.9
14470054,3.1,4.4,4.7,4.3
14466563,3.6,3.5,4.0,2.9
14467590,3.1,2.6,3.9,3.6
14469741,1.6,3.0,3.8,3.4
14463816,1.8,4.7,3.9,2.0
14484000,3.9,1.7,3.3,3.7
14478336,0.0,1.6,1.9,0.0
14470601,1.8,5.0,2.3,3.1
14475297,2.2,3.4,1.5,2.0
14467189,5.0,4.1,4.6,5.0
14484049,4.3,4.0,4.3,5.0
14478757,4.1,2.6,2.9,4.2
14484512,4.3,2.3,2.1,2.9
14484396,4.7,3.3,4.0,4.0
14476613,1.0,3.3,5.0,4.2
14460726,3.2,4.4,3.2,5.0
14462264,2.4,1.6,2.8,4.4
14474472,2.7,4.2,2.2,2.9
14464139,5.0,5.0,4.8,3.6
14464342,3.5,3.6,5.0,4.1
14487394,4.2,4.8,4.8,5.0
14488234,2.5,4.6,2.9,3.0
14484120,2.6,3.1,2.3,0.9
14465754,5.0,4.1,4.7,4.4
14487394,5.0,5.0,3.7,5.0
14485619,1.6,2.7,2.6,1.5
14483720,4.9,3.1,5.0,3.4
14485619,3.0,3.5,2.6,2.7
14470929,3.4,4.5,3.6,3.2
14467938,3.4,4.2,3.6,3.7
14469741,4.0,2.1,1.8,4.5
14480755,2.5,3.8,4.3,3.8
14476616,3.0,4.9,5.0,5.0
14483850,2.7,2.2,3.4,3.3
14471872,1.8,2.2,1.7,1.2
14481530,4.4,1.9,1.8,3.3
14484396,4.5,3.8,5.0,5.0
14460357,2.7,2.7,2.8,3.4
14477523,4.4,4.1,4.7,4.0
14464866,3.7,4.1,4.7,3.2
14472983,2.9,4.4,2.0,4.7
14461419,3.8,3.6,3.8,4.1
14466066,5.0,4.4,3.8,5.0
14463816,3.9,3.9,3.0,4.0
14486390,0.2,4.3,3.6,2.8
14460357,4.2,3.7,2.6,4.0
14460357,2.7,3.2,3.4,2.1
14462760,4.7,3.8,5.0,3.2
14487383,2.7,3.3,3.1,3.4
14480582,4.2,3.7,3.5,1.7
14482392,2.3,2.9,4.0,3.9
14460254,5.0,5.0,3.3,5.0
14464342,2.9,3.0,4.3,1.8
14486513,2.5,2.0,3.6,1.2
14481891,4.9,5.0,3.8,4.4
14480360,4.4,3.6,3.6,3.5
14484304,3.4,4.8,3.4,5.0
14467263,3.7,3.3,4.0,3.4
14460357,3.8,4.0,2.5,3.5
14482256,2.5,3.1,2.0,2.6
14476846,3.5,1.8,4.4,4.0
14488172,2.8,3.3,2.1,3.2
14471668,4.3,3.6,5.0,2.5
14463866,4.5,2.7,3.1,2.5
14467590,5.0,3.7,4.2,3.9
14485103,5.0,4.3,4.3,3.9
14480360,3.4,4.5,4.1,2.9
14462560,5.0,4.1,3.6,4.7
14474012,5.0,5.0,5.0,4.3
14460743,3.5,3.5,1.4,3.2
14470054,4.2,4.8,5.0,4.1
14486669,5.0,4.1,3.8,3.0
14483735,3.2,1.3,2.3,1.8
14465325,2.0,2.5,3.1,3.2
14463056,3.2,4.3,0.6,5.0
14484396,1.2,4.5,4.2,4.8
14472018,5.0,5.0,4.9,5.0
14485360,5.0,5.0,4.6,4.7
14479382,5.0,5.0,4.3,4.9
14486685,2.1,2.7,3.8,4.3
14459493,4.6,4.1,2.5,2.8
14481641,1.7,3.5,1.2,1.8
14464230,4.8,1.8,3.8,2.7
14460357,2.5,4.9,4.0,2.7
14484766,3.0,3.9,3.5,4.4
14475046,5.0,3.2,3.3,3.1
14487015,5.0,4.9,4.8,4.0
14463487,5.0,5.0,5.0,3.3
14481223,4.0,5.0,2.7,3.0
14487826,3.0,4.0,2.6,3.6
14471766,1.0,1.6,1.0,0.0
14485642,2.8,1.9,5.0,3.0
14461211,2.9,2.3,3.6,1.4
14478757,4.5,4.4,3.3,4.6
14479382,5.0,5.0,4.9,4.8
14471931,3.5,3.6,4.5,4.5
14467823,2.5,4.1,3.9,3.7
14465838,5.0,5.0,5.0,5.0
14414007,1.0,3.7,1.1,1.7
14481208,2.9,1.9,2.5,4.4
14459113,5.0,3.5,3.6,5.0
14469237,3.7,3.6,2.6,3.0
14465838,5.0,5.0,4.6,3.9
14467975,4.3,2.4,4.2,2.8
14483258,1.5,2.3,2.5,2.4
14486130,4.5,4.3,3.0,4.9
14459195,3.2,1.2,1.1,2.2
14479476,2.7,5.0,4.0,4.5
14485619,2.2,1.2,1.7,1.7
14470929,4.2,5.0,3.8,3.9
14479721,2.2,3.0,2.5,1.3
14481530,2.5,4.1,3.6,2.5
14475552,2.0,2.9,2.4,2.3
14475273,5.0,4.2,5.0,5.0
14487942,4.6,5.0,3.9,3.2
14463056,4.4,2.9,5.0,1.5
14462560,1.5,3.6,5.0,2.4
14470067,2.8,3.1,3.8,5.0
14466427,3.3,2.9,2.7,2.9
14475297,0.0,0.2,1.5,0.7
14470067,4.1,4.3,2.8,3.8
14477453,4.1,3.6,3.9,3.2
14478757,3.7,3.4,3.8,4.0
14470979,5.0,4.7,4.8,4.5
14482256,1.9,4.0,3.8,2.1
14471629,1.8,2.8,1.2,1.7
14475297,3.0,2.4,1.9,1.3
14488234,2.7,5.0,3.3,4.5
14485672,3.8,2.3,5.0,4.0
14485821,4.8,3.9,2.5,3.1
14480755,4.3,2.3,3.7,3.2
14479265,1.2,1.7,2.7,2.1
14461554,4.1,1.0,4.0,5.0
14481891,4.8,4.8,3.3,5.0
14463816,2.6,3.5,2.6,2.8
14487942,5.0,5.0,5.0,2.5
14462586,2.3,2.4,1.9,3.1
14467823,4.3,4.4,2.6,2.9
